header,taxon,protein,sp,description,vog,virus name,virus lineage,refseq id,KEGG GENOME,KEGG DISEASE,DISEASE,host tax id,host name,domain,phylum,class,order,family.etc,pmid,evidence,sample type,source organism,n.host,filt,viral.family
"1195072.YP_007677007.1 RNA polymerase sigma-70 factor, sigma-B/F/G subfamily [Bacillus phage vB_BceM_Bc431v3]",1195072,YP_007677007.1,Bacillus phage vB_BceM_Bc431v3," RNA polymerase sigma-70 factor, sigma-B/F/G subfamily",VOG00048,Bacillus phage vB_BceM_Bc431v3,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Caeruleovirus; Bacillus virus Bc431,NC_020873,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,1195072.YP_007677007.1,Herelleviridae
1195072.YP_007677008.1 putative RNA polymerase sigma factor G [Bacillus phage vB_BceM_Bc431v3],1195072,YP_007677008.1,Bacillus phage vB_BceM_Bc431v3, putative RNA polymerase sigma factor G,VOG00048,Bacillus phage vB_BceM_Bc431v3,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Caeruleovirus; Bacillus virus Bc431,NC_020873,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,1195072.YP_007677008.1,Herelleviridae
1204533.YP_007349306.1 putative RNA polymerase sigma factor SigF 2 [Bacillus phage phiAGATE],1204533,YP_007349306.1,Bacillus phage phiAGATE, putative RNA polymerase sigma factor SigF 2,VOG00048,Bacillus phage phiAGATE,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Agatevirus; Bacillus virus Agate,NC_020081,NA,NA,NA,1408,Bacillus pumilus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,NA,RefSeq,NA,NA,1,1204533.YP_007349306.1,Herelleviridae
1204533.YP_007349307.1 putative RNA polymerase sigma factor SigF 1 [Bacillus phage phiAGATE],1204533,YP_007349307.1,Bacillus phage phiAGATE, putative RNA polymerase sigma factor SigF 1,VOG00048,Bacillus phage phiAGATE,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Agatevirus; Bacillus virus Agate,NC_020081,NA,NA,NA,1408,Bacillus pumilus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,NA,RefSeq,NA,NA,1,1204533.YP_007349307.1,Herelleviridae
1273738.YP_009150670.1 sigma-70 family RNA polymerase sigma factor [Escherichia phage PBECO4],1273738,YP_009150670.1,Escherichia phage PBECO4, sigma-70 family RNA polymerase sigma factor,VOG00048,Escherichia phage PBECO4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Asteriusvirus; Escherichia virus PBECO4,NC_027364,NA,NA,NA,1045010,Escherichia coli O157,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia; Escherichia coli,NA,RefSeq,NA,NA,1,1273738.YP_009150670.1,Myoviridae
1277886.YP_009003022.1 putative RNA polymerase sigma factor [Bacillus phage BPS10C],1277886,YP_009003022.1,Bacillus phage BPS10C, putative RNA polymerase sigma factor,VOG00048,Bacillus phage BPS10C,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Wphvirus; Bacillus virus BPS10C,NC_023501,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,24595561,Literature,NA,NA,1,1277886.YP_009003022.1,Herelleviridae
1296655.YP_009215850.1 hypothetical protein [Bacillus phage JL],1296655,YP_009215850.1,Bacillus phage JL, hypothetical protein,VOG00048,Bacillus phage JL,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Spounavirinae; Siminovitchvirus; Bacillus virus JL,NC_028982,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,24459255,"Literature, RefSeq",NA,NA,1,1296655.YP_009215850.1,Herelleviridae
1296656.YP_009216068.1 RNA Polymerase sigma-E factor [Bacillus phage Shanette],1296656,YP_009216068.1,Bacillus phage Shanette, RNA Polymerase sigma-E factor,VOG00048,Bacillus phage Shanette,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Spounavirinae; Siminovitchvirus; Bacillus virus Shanette,NC_028983,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,24459255,"Literature, RefSeq",NA,NA,1,1296656.YP_009216068.1,Herelleviridae
"1382932.YP_008430993.1 RNA polymerase, SigF-like [Bacillus phage Troll]",1382932,YP_008430993.1,Bacillus phage Troll," RNA polymerase, SigF-like",VOG00048,Bacillus phage Troll,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bequatrovirus; Bacillus virus Troll,NC_022088,NA,NA,NA,29339,Bacillus thuringiensis serovar kurstaki,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,1382932.YP_008430993.1,Herelleviridae
1391188.YP_009099262.1 hypothetical protein [Bacillus phage CP-51],1391188,YP_009099262.1,Bacillus phage CP-51, hypothetical protein,VOG00048,Bacillus phage CP-51,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Spounavirinae; Siminovitchvirus; Bacillus virus CP51,NC_025423,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,1391188.YP_009099262.1,Herelleviridae
1406781.YP_008771228.1 RNA polymerase sigma factor [Bacillus phage BigBertha],1406781,YP_008771228.1,Bacillus phage BigBertha, RNA polymerase sigma factor,VOG00048,Bacillus phage BigBertha,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bequatrovirus; Bacillus virus Bigbertha,NC_022769,NA,NA,NA,29339,Bacillus thuringiensis serovar kurstaki,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,1406781.YP_008771228.1,Herelleviridae
1406783.YP_008769990.1 RNA polymerase sigma factor [Bacillus phage CampHawk],1406783,YP_008769990.1,Bacillus phage CampHawk, RNA polymerase sigma factor,VOG00048,Bacillus phage CampHawk,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Spounavirinae; Okubovirus; Bacillus virus Camphawk,NC_022761,NA,NA,NA,1423,Bacillus subtilis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus subtilis group,NA,RefSeq,NA,NA,1,1406783.YP_008769990.1,Herelleviridae
1406785.YP_008771532.1 RNA polymerase sigma-70 factor [Bacillus phage Grass],1406785,YP_008771532.1,Bacillus phage Grass, RNA polymerase sigma-70 factor,VOG00048,Bacillus phage Grass,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Nitunavirus; Bacillus virus Grass,NC_022771,NA,NA,NA,1423,Bacillus subtilis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus subtilis group,NA,RefSeq,NA,NA,1,1406785.YP_008771532.1,Herelleviridae
1406786.YP_008770551.1 RNA polymerase sigma-70 factor [Bacillus phage Page],1406786,YP_008770551.1,Bacillus phage Page, RNA polymerase sigma-70 factor,VOG00048,Bacillus phage Page,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; Pagevirus; Bacillus virus Page,NC_022764,NA,NA,NA,1404,Bacillus megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,NA,RefSeq,NA,NA,1,1406786.YP_008770551.1,Podoviridae
1406789.YP_008771361.1 RNA polymerase sigma-70 factor [Bacillus phage Pony],1406789,YP_008771361.1,Bacillus phage Pony, RNA polymerase sigma-70 factor,VOG00048,Bacillus phage Pony,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; Pagevirus; Bacillus virus Pony,NC_022770,NA,NA,NA,1404,Bacillus megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,NA,RefSeq,NA,NA,1,1406789.YP_008771361.1,Podoviridae
1406790.YP_008771969.1 RNA polymerase sigma factor SigB [Bacillus phage Slash],1406790,YP_008771969.1,Bacillus phage Slash, RNA polymerase sigma factor SigB,VOG00048,Bacillus phage Slash,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Slashvirus; Bacillus virus Slash,NC_022774,NA,NA,NA,1404,Bacillus megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,NA,RefSeq,NA,NA,1,1406790.YP_008771969.1,Siphoviridae
1406791.YP_008770421.1 RNA polymerase sigma factor [Bacillus phage Spock],1406791,YP_008770421.1,Bacillus phage Spock, RNA polymerase sigma factor,VOG00048,Bacillus phage Spock,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bequatrovirus; Bacillus virus Spock,NC_022763,NA,NA,NA,29339,Bacillus thuringiensis serovar kurstaki,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,1406791.YP_008770421.1,Herelleviridae
1406792.YP_008770783.1 RNA polymerase sigma factor [Bacillus phage Staley],1406792,YP_008770783.1,Bacillus phage Staley, RNA polymerase sigma factor,VOG00048,Bacillus phage Staley,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Slashvirus; Bacillus virus Staley,NC_022767,NA,NA,NA,1404,Bacillus megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,NA,RefSeq,NA,NA,1,1406792.YP_008770783.1,Siphoviridae
1445810.YP_009226946.1 putative RNA polymerase sigma factor SigF 2 [Bacillus phage Bp8p-C],1445810,YP_009226946.1,Bacillus phage Bp8p-C, putative RNA polymerase sigma factor SigF 2,VOG00048,Bacillus phage Bp8p-C,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Agatevirus; Bacillus virus Bp8pC,NC_029121,NA,NA,NA,1408,Bacillus pumilus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,NA,RefSeq,NA,NA,1,1445810.YP_009226946.1,Herelleviridae
1445810.YP_009226947.1 putative RNA polymerase sigma factor SigF 1 [Bacillus phage Bp8p-C],1445810,YP_009226947.1,Bacillus phage Bp8p-C, putative RNA polymerase sigma factor SigF 1,VOG00048,Bacillus phage Bp8p-C,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Agatevirus; Bacillus virus Bp8pC,NC_029121,NA,NA,NA,1408,Bacillus pumilus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,NA,RefSeq,NA,NA,1,1445810.YP_009226947.1,Herelleviridae
1486657.YP_009037113.1 RNA polymerase sigma factor [Bacillus phage CAM003],1486657,YP_009037113.1,Bacillus phage CAM003, RNA polymerase sigma factor,VOG00048,Bacillus phage CAM003,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bastillevirus; Bacillus virus CAM003,NC_024216,NA,NA,NA,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,1486657.YP_009037113.1,Herelleviridae
1486658.YP_009035734.1 RNA polymerase sigma factor [Bacillus phage Evoli],1486658,YP_009035734.1,Bacillus phage Evoli, RNA polymerase sigma factor,VOG00048,Bacillus phage Evoli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bastillevirus; Bacillus virus Evoli,NC_024207,NA,NA,NA,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,NA,NA,NA,1,1486658.YP_009035734.1,Herelleviridae
1486659.YP_009036672.1 sigF-like RNA polymerase sigma factor [Bacillus phage Hakuna],1486659,YP_009036672.1,Bacillus phage Hakuna, sigF-like RNA polymerase sigma factor,VOG00048,Bacillus phage Hakuna,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Wphvirus; Bacillus virus Hakuna,NC_024213,NA,NA,NA,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,NA,NA,NA,1,1486659.YP_009036672.1,Herelleviridae
1486660.YP_009035402.1 RNA polymerase sigma factor [Bacillus phage Hoody T],1486660,YP_009035402.1,Bacillus phage Hoody T, RNA polymerase sigma factor,VOG00048,Bacillus phage Hoody T,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bastillevirus; Bacillus virus HoodyT,NC_024205,NA,NA,NA,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,NA,NA,NA,1,1486660.YP_009035402.1,Herelleviridae
1486661.YP_009036291.1 RNA polymerase sigma factor [Bacillus phage Megatron],1486661,YP_009036291.1,Bacillus phage Megatron, RNA polymerase sigma factor,VOG00048,Bacillus phage Megatron,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Wphvirus; Bacillus virus Megatron,NC_024211,NA,NA,NA,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,NA,NA,NA,1,1486661.YP_009036291.1,Herelleviridae
1486662.YP_009055966.1 sigF-like RNA polymerase [Bacillus phage Riley],1486662,YP_009055966.1,Bacillus phage Riley, sigF-like RNA polymerase,VOG00048,Bacillus phage Riley,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bequatrovirus; Bacillus virus Riley,NC_024788,NA,NA,NA,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,NA,NA,NA,1,1486662.YP_009055966.1,Herelleviridae
1498212.YP_009149124.1 putative RNA polymerase sigma-70 factor [Bacillus phage JBP901],1498212,YP_009149124.1,Bacillus phage JBP901, putative RNA polymerase sigma-70 factor,VOG00048,Bacillus phage JBP901,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Caeruleovirus; Bacillus virus JBP901,NC_027352,NA,NA,NA,226900,Bacillus cereus ATCC 14579,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group; Bacillus cereus,NA,RefSeq,NA,NA,1,1498212.YP_009149124.1,Herelleviridae
1498212.YP_009149125.1 putative RNA polymerase sigma factor G [Bacillus phage JBP901],1498212,YP_009149125.1,Bacillus phage JBP901, putative RNA polymerase sigma factor G,VOG00048,Bacillus phage JBP901,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Caeruleovirus; Bacillus virus JBP901,NC_027352,NA,NA,NA,226900,Bacillus cereus ATCC 14579,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group; Bacillus cereus,NA,RefSeq,NA,NA,1,1498212.YP_009149125.1,Herelleviridae
1527469.YP_009056357.1 RNA polymerase sigma factor [Bacillus phage Bobb],1527469,YP_009056357.1,Bacillus phage Bobb, RNA polymerase sigma factor,VOG00048,Bacillus phage Bobb,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Agatevirus; Bacillus virus Bobb,NC_024792,NA,NA,NA,1408,Bacillus pumilus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,NA,RefSeq,NA,NA,1,1527469.YP_009056357.1,Herelleviridae
1527469.YP_009056358.1 RNA polymerase sigma factor [Bacillus phage Bobb],1527469,YP_009056358.1,Bacillus phage Bobb, RNA polymerase sigma factor,VOG00048,Bacillus phage Bobb,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Agatevirus; Bacillus virus Bobb,NC_024792,NA,NA,NA,1408,Bacillus pumilus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,NA,RefSeq,NA,NA,1,1527469.YP_009056358.1,Herelleviridae
1540090.YP_009151040.1 RNA polymerase sigma factor [Bacillus phage Mater],1540090,YP_009151040.1,Bacillus phage Mater, RNA polymerase sigma factor,VOG00048,Bacillus phage Mater,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bacillus virus Mater,NC_027366,NA,NA,NA,1404,Bacillus megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,NA,RefSeq,NA,NA,1,1540090.YP_009151040.1,Herelleviridae
1540091.YP_009151727.1 RNA polymerase sigma factor [Bacillus phage Moonbeam],1540091,YP_009151727.1,Bacillus phage Moonbeam, RNA polymerase sigma factor,VOG00048,Bacillus phage Moonbeam,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bacillus virus Moonbeam,NC_027374,NA,NA,NA,1404,Bacillus megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,NA,RefSeq,NA,NA,1,1540091.YP_009151727.1,Herelleviridae
1540091.YP_009151728.1 RNA polymerase sigma factor [Bacillus phage Moonbeam],1540091,YP_009151728.1,Bacillus phage Moonbeam, RNA polymerase sigma factor,VOG00048,Bacillus phage Moonbeam,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bacillus virus Moonbeam,NC_027374,NA,NA,NA,1404,Bacillus megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,NA,RefSeq,NA,NA,1,1540091.YP_009151728.1,Herelleviridae
1540092.YP_009151513.1 RNA polymerase sigma factor [Bacillus phage Pascal],1540092,YP_009151513.1,Bacillus phage Pascal, RNA polymerase sigma factor,VOG00048,Bacillus phage Pascal,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; Pagevirus; Bacillus virus Pascal,NC_027372,NA,NA,NA,1404,Bacillus megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,NA,RefSeq,NA,NA,1,1540092.YP_009151513.1,Podoviridae
1540093.YP_009152845.1 RNA polymerase sigma factor [Bacillus phage Pookie],1540093,YP_009152845.1,Bacillus phage Pookie, RNA polymerase sigma factor,VOG00048,Bacillus phage Pookie,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; Pagevirus; Bacillus virus Pookie,NC_027394,NA,NA,NA,1404,Bacillus megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,NA,RefSeq,NA,NA,1,1540093.YP_009152845.1,Podoviridae
1555202.YP_009101754.1 RNA polymerase sigma factor [Escherichia phage 121Q],1555202,YP_009101754.1,Escherichia phage 121Q, RNA polymerase sigma factor,VOG00048,Escherichia phage 121Q,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Asteriusvirus; Escherichia virus 121Q,NC_025447,NA,NA,NA,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia,NA,RefSeq,NA,NA,1,1555202.YP_009101754.1,Myoviridae
1597966.YP_009210079.1 RNA polymerase sigma factor [Bacillus phage Palmer],1597966,YP_009210079.1,Bacillus phage Palmer, RNA polymerase sigma factor,VOG00048,Bacillus phage Palmer,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; Pagevirus; Bacillus virus Palmer,NC_028926,NA,NA,NA,1404,Bacillus megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,25953175,"Literature, RefSeq",NA,NA,1,1597966.YP_009210079.1,Podoviridae
1610832.YP_009203671.1 RNA polymerase sigma factor [Bacillus phage Stahl],1610832,YP_009203671.1,Bacillus phage Stahl, RNA polymerase sigma factor,VOG00048,Bacillus phage Stahl,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Slashvirus; Bacillus virus Stahl,NC_028856,NA,NA,NA,1404,Bacillus megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,26251491,"Literature, RefSeq",NA,NA,1,1610832.YP_009203671.1,Siphoviridae
1610833.YP_009196951.1 RNA polymerase sigma factor [Bacillus phage Stills],1610833,YP_009196951.1,Bacillus phage Stills, RNA polymerase sigma factor,VOG00048,Bacillus phage Stills,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Slashvirus; Bacillus virus Stills,NC_028777,NA,NA,NA,1404,Bacillus megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,26251490,"Literature, RefSeq",NA,NA,1,1610833.YP_009196951.1,Siphoviridae
1636261.YP_009196176.1 sigma-70 family RNA polymerase sigma factor [Paenibacillus phage Vegas],1636261,YP_009196176.1,Paenibacillus phage Vegas, sigma-70 family RNA polymerase sigma factor,VOG00048,Paenibacillus phage Vegas,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Vegasvirus; Paenibacillus virus Vegas,NC_028767,NA,NA,NA,1464,Paenibacillus larvae,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae; Paenibacillus,NA,RefSeq,NA,NA,1,1636261.YP_009196176.1,Siphoviridae
1675598.YP_009197513.1 RNA polymerase sigma factor [Bacillus phage Pavlov],1675598,YP_009197513.1,Bacillus phage Pavlov, RNA polymerase sigma factor,VOG00048,Bacillus phage Pavlov,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; Pagevirus; unclassified Pagevirus,NC_028782,NA,NA,NA,1404,Bacillus megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,26337888,"Literature, NCBI Virus, RefSeq",NA,NA,1,1675598.YP_009197513.1,Podoviridae
