taxon,n.sig,header,protein,sp,description,vog,virus name,virus lineage,refseq id,KEGG GENOME,KEGG DISEASE,DISEASE,host tax id,host name,domain,phylum,class,order,family.etc,pmid,evidence,sample type,source organism,n.host,filt,viral.family,tigr.hit1,tigr.hit2,tigr.hit3,tigr.hit,sig.class,sig.group
2283013,2,2283013.YP_009840636.1 putative RNA polymerase sigma factor 2 [Bacillus phage BSP38],YP_009840636.1,Bacillus phage BSP38, putative RNA polymerase sigma factor 2,VOG00048,Bacillus phage BSP38,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; unclassified Bastillevirinae,NC_048726,NA,NA,NA,1423,Bacillus subtilis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus subtilis group,NA,"NCBI Virus, RefSeq",NA,NA,1,2283013.YP_009840636.1,Herelleviridae,SigBFG,spore_sigG,sigma70-ECF,spore_sigG,sporulation,sig70-3-spo
2283289,1,2283289.YP_009807106.1 RNA polymerase sigma factor [Microbacterium phage KaiHaiDragon],YP_009807106.1,Microbacterium phage KaiHaiDragon, RNA polymerase sigma factor,VOG16626,Microbacterium phage KaiHaiDragon,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Quhwahvirus,NC_048020,NA,NA,NA,104336,Microbacterium foliorum,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae; Microbacterium,NA,"NCBI Virus, RefSeq",NA,NA,1,2283289.YP_009807106.1,Siphoviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2301647,1,2301647.YP_009881404.1 sigma factor for late transcription [Salmonella phage SenALZ1],YP_009881404.1,Salmonella phage SenALZ1, sigma factor for late transcription,VOG05673,Salmonella phage SenALZ1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; unclassified Kuttervirus,NC_049440,NA,NA,NA,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella,NA,"NCBI Virus, RefSeq",NA,NA,1,2301647.YP_009881404.1,Ackermannviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2301648,1,2301648.YP_009881205.1 sigma factor for late transcription [Salmonella phage SenASZ3],YP_009881205.1,Salmonella phage SenASZ3, sigma factor for late transcription,VOG05673,Salmonella phage SenASZ3,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; unclassified Kuttervirus,NC_049439,NA,NA,NA,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella,NA,"NCBI Virus, RefSeq",NA,NA,1,2301648.YP_009881205.1,Ackermannviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2301662,1,2301662.YP_009881592.1 sigma factor [Acinetobacter phage KARL-1],YP_009881592.1,Acinetobacter phage KARL-1, sigma factor,VOG05673,Acinetobacter phage KARL-1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_049441,NA,NA,NA,470,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex,NA,"NCBI Virus, RefSeq",NA,NA,1,2301662.YP_009881592.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
2315483,1,2315483.YP_009814287.1 sigma factor [Lactobacillus phage Iacchus],YP_009814287.1,Lactobacillus phage Iacchus, sigma factor,VOG00048,Lactobacillus phage Iacchus,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Harbinvirus; Lactobacillus virus Iacchus,NC_048084,NA,NA,NA,1590,Lactiplantibacillus plantarum,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae; Lactiplantibacillus,NA,RefSeq,NA,NA,1,2315483.YP_009814287.1,Herelleviridae,sigma70-ECF,Sigma_B,FliA_WhiG,Sigma_B,sporulation,sig70-3-spo
2315485,1,2315485.YP_009814457.1 sigma factor [Lactobacillus phage Bromius],YP_009814457.1,Lactobacillus phage Bromius, sigma factor,VOG00048,Lactobacillus phage Bromius,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Harbinvirus; Lactobacillus virus Bromius,NC_048085,NA,NA,NA,1590,Lactiplantibacillus plantarum,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae; Lactiplantibacillus,NA,RefSeq,NA,NA,1,2315485.YP_009814457.1,Herelleviridae,sigma70-ECF,Sigma_B,FliA_WhiG,Sigma_B,sporulation,sig70-3-spo
2315766,1,2315766.YP_009814869.1 hypothetical protein [Enterococcus phage EfV12-phi1],YP_009814869.1,Enterococcus phage EfV12-phi1, hypothetical protein,VOG00048,Enterococcus phage EfV12-phi1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Brockvirinae; Schiekvirus; Enterococcus virus EfV12,NC_048087,NA,NA,NA,525279,Enterococcus faecium TX1330,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae; Enterococcus; Enterococcus faecium,NA,RefSeq,NA,NA,1,2315766.YP_009814869.1,Herelleviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
2419752,1,2419752.YP_009881843.1 hypothetical protein [Salmonella phage SeSz-1],YP_009881843.1,Salmonella phage SeSz-1, hypothetical protein,VOG05673,Salmonella phage SeSz-1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; unclassified Kuttervirus,NC_049443,NA,NA,NA,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella,NA,"NCBI Virus, RefSeq",NA,NA,1,2419752.YP_009881843.1,Ackermannviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2419930,1,2419930.YP_009841979.1 putative late transcription sigma factor [Serratia phage vB_SmaA_3M],YP_009841979.1,Serratia phage vB_SmaA_3M, putative late transcription sigma factor,VOG05673,Serratia phage vB_SmaA_3M,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048736,NA,NA,NA,615,Serratia marcescens,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae; Serratia,NA,"NCBI Virus, RefSeq",NA,NA,1,2419930.YP_009841979.1,Ackermannviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2419955,1,2419955.YP_009815387.1 RNA polymerase [Arthrobacter phage DrManhattan],YP_009815387.1,Arthrobacter phage DrManhattan, RNA polymerase,VOG00048,Arthrobacter phage DrManhattan,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Manhattanvirus; Arthrobacter virus DrManhattan,NC_048093,NA,NA,NA,37927,Sinomonas atrocyanea,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae; Sinomonas,NA,RefSeq,NA,NA,1,2419955.YP_009815387.1,Siphoviridae,SigBFG,sigma70-ECF,Sig70-cyanoRpoD,Sig70-cyanoRpoD,other,sig-70-2
2419970,1,2419970.YP_009815662.1 RNA polymerase [Arthrobacter phage Yang],YP_009815662.1,Arthrobacter phage Yang, RNA polymerase,VOG00048,Arthrobacter phage Yang,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Yangvirus; Arthobacter virus Yang,NC_048097,NA,NA,NA,1665,Arthrobacter globiformis,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae; Arthrobacter,NA,RefSeq,NA,NA,1,2419970.YP_009815662.1,Siphoviridae,sigma70-ECF,SigBFG,spore_sigmaK,spore_sigmaK,sporulation,sig70-3-spo
2419971,1,2419971.YP_009815177.1 RNA polymerase sigma factor [Microbacterium phage Armstrong],YP_009815177.1,Microbacterium phage Armstrong, RNA polymerase sigma factor,VOG00048,Microbacterium phage Armstrong,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Armstrongvirus; Microbacterium virus Armstrong,NC_048090,NA,NA,NA,104336,Microbacterium foliorum,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae; Microbacterium,NA,RefSeq,NA,NA,1,2419971.YP_009815177.1,Siphoviridae,sigma70-ECF,Sig70_bacteroi1,spore_sigmaK,Sig70_bacteroi1,other,sig70-lkl4
2484640,1,2484640.YP_009816059.1 RNA polymerase sigma factor for late transcription [Synechococcus phage S-P4],YP_009816059.1,Synechococcus phage S-P4, RNA polymerase sigma factor for late transcription,VOG05673,Synechococcus phage S-P4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Leucotheavirus; Synechococcus virus SP4,NC_048102,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA,1,2484640.YP_009816059.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
2488780,1,2488780.YP_009817077.1 RNA polymerase [Arthrobacter phage Liebe],YP_009817077.1,Arthrobacter phage Liebe, RNA polymerase,VOG00048,Arthrobacter phage Liebe,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Liebevirus; Arthrobacter virus Liebe,NC_048115,NA,NA,NA,1665,Arthrobacter globiformis,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae; Arthrobacter,NA,RefSeq,NA,NA,1,2488780.YP_009817077.1,Siphoviridae,spore_sigmaK,SigBFG,spore_sigmaE,spore_sigmaK,sporulation,sig70-3-spo
2500827,1,2500827.YP_009882304.1 RNA polymerase sigma factor for late transcription [Acinetobacter phage AbTZA1],YP_009882304.1,Acinetobacter phage AbTZA1, RNA polymerase sigma factor for late transcription,VOG05673,Acinetobacter phage AbTZA1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_049445,NA,NA,NA,470,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex,NA,"NCBI Virus, RefSeq",NA,NA,1,2500827.YP_009882304.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
2508194,1,2508194.YP_009822590.1 hypothetical protein [Escherichia phage vB_EcoM_KWBSE43-6],YP_009822590.1,Escherichia phage vB_EcoM_KWBSE43-6, hypothetical protein,VOG05673,Escherichia phage vB_EcoM_KWBSE43-6,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Taipeivirus; Escherichia virus KWBSE43-6,NC_048186,NA,NA,NA,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia,NA,RefSeq,NA,NA,1,2508194.YP_009822590.1,Ackermannviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2510464,1,2510464.YP_009882647.1 RNA polymerase sigma factor [Klebsiella phage ST13-OXA48phi12.1],YP_009882647.1,Klebsiella phage ST13-OXA48phi12.1, RNA polymerase sigma factor,VOG00048,Klebsiella phage ST13-OXA48phi12.1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Peduovirinae; Peduovirus; unclassified Peduovirus,NC_049453,NA,NA,NA,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Klebsiella,NA,"NCBI Virus, RefSeq",NA,NA,1,2510464.YP_009882647.1,Myoviridae,RpoD_Cterm,Sig70-cyanoRpoD,rpoS_proteo,RpoD_Cterm,primary,sig70-1
2510480,1,2510480.YP_009882596.1 RNA polymerase sigma factor [Klebsiella phage ST147-VIM1phi7.1],YP_009882596.1,Klebsiella phage ST147-VIM1phi7.1, RNA polymerase sigma factor,VOG00048,Klebsiella phage ST147-VIM1phi7.1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Peduovirinae; Peduovirus; unclassified Peduovirus,NC_049451,NA,NA,NA,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Klebsiella,NA,"NCBI Virus, RefSeq",NA,NA,1,2510480.YP_009882596.1,Myoviridae,RpoD_Cterm,Sig70-cyanoRpoD,rpoS_proteo,RpoD_Cterm,primary,sig70-1
2510941,1,2510941.YP_009844328.1 RNA polymerase sigma factor [Lactobacillus phage SAC12B],YP_009844328.1,Lactobacillus phage SAC12B, RNA polymerase sigma factor,VOG00048,Lactobacillus phage SAC12B,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; unclassified Herelleviridae,NC_048754,NA,NA,NA,1580,Lactobacillus brevis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae; Lactobacillus,NA,"NCBI Virus, RefSeq",NA,NA,1,2510941.YP_009844328.1,Herelleviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
2510942,1,2510942.YP_009843985.1 RNA polymerase sigma factor [Lactobacillus phage 521B],YP_009843985.1,Lactobacillus phage 521B, RNA polymerase sigma factor,VOG00048,Lactobacillus phage 521B,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; unclassified Herelleviridae,NC_048752,NA,NA,NA,1580,Lactobacillus brevis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae; Lactobacillus,NA,"NCBI Virus, RefSeq",NA,NA,1,2510942.YP_009843985.1,Herelleviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2510943,1,2510943.YP_009844105.1 RNA polymerase sigma factor [Lactobacillus phage 3-521],YP_009844105.1,Lactobacillus phage 3-521, RNA polymerase sigma factor,VOG00048,Lactobacillus phage 3-521,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; unclassified Herelleviridae,NC_048753,NA,NA,NA,1580,Lactobacillus brevis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae; Lactobacillus,NA,"NCBI Virus, RefSeq",NA,NA,1,2510943.YP_009844105.1,Herelleviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
2530042,1,2530042.YP_009882904.1 hypothetical protein [Shigella phage MK-13],YP_009882904.1,Shigella phage MK-13, hypothetical protein,VOG05673,Shigella phage MK-13,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Aglimvirinae; Agtrevirus; unclassified Agtrevirus,NC_049455,NA,NA,NA,621,Shigella boydii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Shigella,NA,"NCBI Virus, RefSeq",NA,NA,1,2530042.YP_009882904.1,Ackermannviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
2530118,1,2530118.YP_009820323.1 RNA polymerase sigma factor [Microbacterium phage Fireman],YP_009820323.1,Microbacterium phage Fireman, RNA polymerase sigma factor,VOG16626,Microbacterium phage Fireman,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Metamorphoovirus; Microbacterium virus Fireman,NC_048165,NA,NA,NA,199592,Microbacterium paraoxydans,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae; Microbacterium,NA,RefSeq,NA,NA,1,2530118.YP_009820323.1,Siphoviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2555548,1,2555548.YP_009844374.1 hypothetical protein [Stenotrophomonas phage YB07],YP_009844374.1,Stenotrophomonas phage YB07, hypothetical protein,VOG05673,Stenotrophomonas phage YB07,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048755,NA,NA,NA,40324,Stenotrophomonas maltophilia,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,NA,"NCBI Virus, RefSeq",NA,NA,1,2555548.YP_009844374.1,Ackermannviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2584487,2,2584487.YP_009845829.1 hypothetical protein [Vibrio phage VAP7],YP_009845829.1,Vibrio phage VAP7, hypothetical protein,VOG05673,Vibrio phage VAP7,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048765,NA,NA,NA,662,Vibrio,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,NA,NCBI Virus,NA,NA,1,2584487.YP_009845829.1,Ackermannviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2584487,2,2584487.YP_009845788.1 RNA polymerase sigma factor [Vibrio phage VAP7],YP_009845788.1,Vibrio phage VAP7, RNA polymerase sigma factor,VOG00048,Vibrio phage VAP7,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048765,NA,NA,NA,662,Vibrio,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,NA,NCBI Virus,NA,NA,1,2584487.YP_009845788.1,Ackermannviridae,rpoS_proteo,RpoD_Cterm,Sig70-cyanoRpoD,rpoS_proteo,other,sig70-2
2587809,1,2587809.YP_009850249.1 RNA polymerase sigma factor [Klebsiella phage Marfa],YP_009850249.1,Klebsiella phage Marfa, RNA polymerase sigma factor,VOG05673,Klebsiella phage Marfa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_048798,NA,NA,NA,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Klebsiella,NA,"NCBI Virus, RefSeq",NA,NA,1,2587809.YP_009850249.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
2588517,1,2588517.YP_009847066.1 RNA polymerase ECF sigma factor [Aeromonas phage 4_4572],YP_009847066.1,Aeromonas phage 4_4572, RNA polymerase ECF sigma factor,VOG00048,Aeromonas phage 4_4572,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; unclassified Podoviridae,NC_048773,NA,NA,NA,644,Aeromonas hydrophila,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae; Aeromonas,NA,"NCBI Virus, RefSeq",NA,NA,1,2588517.YP_009847066.1,Podoviridae,sigma70-ECF,SigM_subfam,Sig70_bacteroi1,SigM_subfam,ECF,sig70-4
2589660,1,2589660.YP_009883537.1 sigma factor for late transcription [Klebsiella phage Magnus],YP_009883537.1,Klebsiella phage Magnus, sigma factor for late transcription,VOG05673,Klebsiella phage Magnus,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Taipeivirus; unclassified Taipeivirus,NC_049462,NA,NA,NA,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Klebsiella,NA,"NCBI Virus, RefSeq",NA,NA,1,2589660.YP_009883537.1,Ackermannviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2591030,1,2591030.YP_009847219.1 putative RNA polymerase ECF sigma factor [Aeromonas phage LAh_6],YP_009847219.1,Aeromonas phage LAh_6, putative RNA polymerase ECF sigma factor,VOG00048,Aeromonas phage LAh_6,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; unclassified Podoviridae,NC_048774,NA,NA,NA,644,Aeromonas hydrophila,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae; Aeromonas,NA,"NCBI Virus, RefSeq",NA,NA,1,2591030.YP_009847219.1,Podoviridae,sigma70-ECF,SigM_subfam,Sig70_bacteroi1,SigM_subfam,ECF,sig70-4
2591032,1,2591032.YP_009847442.1 putative RNA polymerase ECF sigma factor [Aeromonas phage LAh_8],YP_009847442.1,Aeromonas phage LAh_8, putative RNA polymerase ECF sigma factor,VOG00048,Aeromonas phage LAh_8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; unclassified Podoviridae,NC_048775,NA,NA,NA,644,Aeromonas hydrophila,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae; Aeromonas,NA,"NCBI Virus, RefSeq",NA,NA,1,2591032.YP_009847442.1,Podoviridae,sigma70-ECF,SigM_subfam,Sig70_bacteroi1,SigM_subfam,ECF,sig70-4
2591033,1,2591033.YP_009847599.1 putative RNA polymerase ECF sigma factor [Aeromonas phage LAh9],YP_009847599.1,Aeromonas phage LAh9, putative RNA polymerase ECF sigma factor,VOG00048,Aeromonas phage LAh9,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; unclassified Podoviridae,NC_048776,NA,NA,NA,644,Aeromonas hydrophila,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae; Aeromonas,NA,"NCBI Virus, RefSeq",NA,NA,1,2591033.YP_009847599.1,Podoviridae,sigma70-ECF,SigM_subfam,Sig70_bacteroi1,SigM_subfam,ECF,sig70-4
2592196,1,2592196.YP_009890048.1 sigma factor involved in late transcription [Salmonella phage SE14],YP_009890048.1,Salmonella phage SE14, sigma factor involved in late transcription,VOG05673,Salmonella phage SE14,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; unclassified Kuttervirus,NC_049512,NA,NA,NA,599,Salmonella sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella,NA,"NCBI Virus, RefSeq",NA,NA,1,2592196.YP_009890048.1,Ackermannviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2592220,1,2592220.YP_009883222.1 sigma factor involved in late transcription [Salmonella phage SS9],YP_009883222.1,Salmonella phage SS9, sigma factor involved in late transcription,VOG05673,Salmonella phage SS9,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; unclassified Kuttervirus,NC_049458,NA,NA,NA,599,Salmonella sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella,NA,"NCBI Virus, RefSeq",NA,NA,1,2592220.YP_009883222.1,Ackermannviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
2593638,3,2593638.YP_009850160.1 RNA polymerase sigma factor [Bacillus phage vB_BmeM-Goe8],YP_009850160.1,Bacillus phage vB_BmeM-Goe8, RNA polymerase sigma factor,VOG00048,Bacillus phage vB_BmeM-Goe8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; unclassified Bastillevirinae,NC_048797,NA,NA,NA,592022,Bacillus megaterium DSM 319,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus megaterium,NA,"NCBI Virus, RefSeq",NA,NA,1,2593638.YP_009850160.1,Herelleviridae,spore_sigmaE,spore_sigmaK,SigBFG,spore_sigmaE,sporulation,sig70-3-spo
2593638,3,2593638.YP_009850071.1 hypothetical protein [Bacillus phage vB_BmeM-Goe8],YP_009850071.1,Bacillus phage vB_BmeM-Goe8, hypothetical protein,VOG00048,Bacillus phage vB_BmeM-Goe8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; unclassified Bastillevirinae,NC_048797,NA,NA,NA,592022,Bacillus megaterium DSM 319,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus megaterium,NA,"NCBI Virus, RefSeq",NA,NA,1,2593638.YP_009850071.1,Herelleviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
