seqname,locus_tag.d6,start,end,strand,locus_tag.168,gene,product,category1,category2,sporulation
NZ_CP015975.1,A8O17_RS16620,3157188,3157790,-,BSU_34060,yvfU,two-component response regulator [YvfT],Information processing;Groups of genes;Groups of genes,Regulation of gene expression;Phosphoproteins;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS16625,3157807,3158922,-,BSU_34070,yvfT,two-component sensor histidine kinase [YvfU],Information processing;Information processing;Groups of genes;Groups of genes,"Protein synthesis, modification and degradation;Regulation of gene expression;Membrane proteins;Phosphoproteins",FALSE
NZ_CP015975.1,A8O17_RS16630,3158926,3159663,-,BSU_34080,yvfS,putative ABC transporter (permease),Cellular processes;Groups of genes,Transporters;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16635,3159664,3160569,-,BSU_34090,yvfR,putative ABC efflux transporter (ATP-binding protein),Cellular processes;Groups of genes,Transporters;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16640,3160853,3161662,+,BSU_34100,rsbQ,regulator of RsbP phosphatase,Information processing,Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS16645,3161698,3162909,+,BSU_34110,rsbP,phosphoserine protein-phosphatase,Information processing;Information processing,"Protein synthesis, modification and degradation;Regulation of gene expression",FALSE
NZ_CP015975.1,A8O17_RS16650,3162963,3164252,-,BSU_34120,ganB,endo-beta-1%2C4-galactanase,Metabolism;Groups of genes,Carbon metabolism;Secreted proteins,FALSE
NZ_CP015975.1,A8O17_RS16655,3164332,3166395,-,BSU_34130,ganA,short chain beta-1%2C4-galacto-oligosaccharides beta-galactosidase (beta-galacto-pyranoside hydrolase),Metabolism;Groups of genes,Carbon metabolism;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS16660,3166414,3167265,-,BSU_34140,ganQ,galacto-oligosaccharides (galactan) oligomer permease,Metabolism;Groups of genes,Carbon metabolism;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16665,3167269,3168525,-,BSU_34150,ganP,galacto-oligosaccharides (galactan) oligomer permease,Cellular processes;Metabolism;Groups of genes,Transporters;Carbon metabolism;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16670,3168565,3169830,-,BSU_34160,ganS,polygalactose / cyclodextrin-binding lipoprotein,Cellular processes;Metabolism;Groups of genes,Transporters;Carbon metabolism;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16675,3169971,3170963,-,BSU_34170,ganR,transcriptional regulator of the galactan degradation operon (GanR / beta-1%2C4-galactobiose),Metabolism;Information processing,Carbon metabolism;Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS16680,3171143,3171802,-,BSU_34180,lutR,L-lactate utilization global transcriptional regulator (GntR family),Metabolism;Information processing,Carbon metabolism;Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS16685,3172092,3173783,+,BSU_34190,lutP,L-lactate permease,Cellular processes;Metabolism;Groups of genes,Transporters;Carbon metabolism;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16690,3173810,3175120,-,BSU_34200,sigL,RNA polymerase sigma-54 factor (sigma-L),Information processing;Information processing,RNA synthesis and degradation;Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS16695,3175199,3175417,+,BSU_34210,yvfG,conserved protein of unknown function,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS16700,3175427,3176395,-,BSU_34220,epsO,pyruvyl transferase for matrix biofilm formation,Lifestyles;Lifestyles,Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles,FALSE
NZ_CP015975.1,A8O17_RS16705,3176374,3177540,-,BSU_34230,epsN,putative aminotransferase involved in biofilm matrix formation,Lifestyles;Lifestyles,Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles,FALSE
NZ_CP015975.1,A8O17_RS16710,3177545,3178195,-,BSU_34240,epsM,putative O-acetyltransferase involved in biofilm matrix formation,Lifestyles;Lifestyles,Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles,FALSE
NZ_CP015975.1,A8O17_RS16715,3178192,3178800,-,BSU_34250,epsL,putative phosphotransferase involved in extracellular matrix synthesis,Lifestyles;Lifestyles;Groups of genes,Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16720,3178797,3180314,-,BSU_34265,epsK,putative extracellular matrix component exporter%3B putative cyclic di-GMP receptor,Cellular processes;Lifestyles;Lifestyles;Groups of genes,Transporters;Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16725,3180311,3181345,-,BSU_34280,epsJ,putative glycosyl transferase involved in biofilm matrix formation,Lifestyles;Lifestyles,Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles,FALSE
NZ_CP015975.1,A8O17_RS16730,3181342,3182418,-,BSU_34290,epsI,putative polysaccharide pyruvyl transferase involved in biofilm matrix formation,Lifestyles;Lifestyles,Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles,FALSE
NZ_CP015975.1,A8O17_RS16735,3182423,3183457,-,BSU_34300,epsH,putative glycosyltransferase involved in biofilm formation,Lifestyles;Lifestyles,Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles,FALSE
NZ_CP015975.1,A8O17_RS16740,3183482,3184585,-,BSU_34310,epsG,biofilm extracellular matrix formation chain-length determining factor,Lifestyles;Lifestyles;Groups of genes,Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16745,3184582,3185736,-,BSU_34320,epsF,putative glycosyltransferase involved in matrix formation (chain-length determination),Lifestyles;Lifestyles,Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles,FALSE
NZ_CP015975.1,A8O17_RS16750,3185729,3186565,-,BSU_34330,epsE,bifunctional flagellar clutch and glycosyltransferase acting during biofilm formation,Lifestyles;Lifestyles;Lifestyles;Groups of genes;Groups of genes,Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles;Membrane proteins;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS16755,3186562,3187707,-,BSU_34340,epsD,putative extracellular matrix glycosyltransferase,Lifestyles;Lifestyles,Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles,FALSE
NZ_CP015975.1,A8O17_RS16760,3187719,3189515,-,BSU_34350,epsC,putative UDP-sugar epimerase involved in biofilm matrix formation,Lifestyles;Lifestyles;Groups of genes,Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16765,3189774,3190457,-,BSU_34360,epsB,protein tyrosine kinase involved in biofilm matrix formation,Information processing;Lifestyles;Lifestyles;Groups of genes,"Protein synthesis, modification and degradation;Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles;Phosphoproteins",FALSE
NZ_CP015975.1,A8O17_RS16770,3190463,3191167,-,BSU_34370,epsA,modulator of protein tyrosine kinase EpsB involved in biofilm matrix formation,Information processing;Lifestyles;Lifestyles;Groups of genes,"Protein synthesis, modification and degradation;Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles;Membrane proteins",FALSE
NZ_CP015975.1,A8O17_RS16775,3191413,3191871,+,BSU_34380,slrR,transcriptional regulator of autolysin genes (biofilm formation),Information processing;Information processing;Lifestyles;Lifestyles;Lifestyles,Regulation of gene expression;Regulation of gene expression;Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles,FALSE
NZ_CP015975.1,A8O17_RS16780,3191947,3193416,+,BSU_34390,pnbA,para-nitrobenzyl esterase (intracellular esterase B),Metabolism;Groups of genes,Lipid metabolism;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS16785,3193419,3193610,+,BSU_34399,NA,hypothetical protein,NA,NA,FALSE
NZ_CP015975.1,A8O17_RS16790,3193637,3194122,-,BSU_34400,padC,phenolic acid decarboxylase,Lifestyles,Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS16795,3194145,3194498,-,BSU_34410,yveG,conserved protein of unknown function,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS16800,3194731,3195414,-,BSU_34430,racX,promiscuous aminoacid racemase (prefers arginine%2C lysine and ornithine),Lifestyles,Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS16805,3195430,3196785,-,BSU_34440,pbpE,penicillin-binding protein 4*,Cellular processes;Cellular processes;Lifestyles;Groups of genes,Cell envelope and cell division;Cell envelope and cell division;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16810,3197324,3198745,+,BSU_34450,sacB,levansucrase%3B levanase (moonlighting),Metabolism;Groups of genes,Carbon metabolism;Secreted proteins,FALSE
NZ_CP015975.1,A8O17_RS16815,3198819,3200369,+,BSU_34460,levB,endolevanase%2C selectively cleaves the (beta-2%2C6) fructosyl bonds,Metabolism;Groups of genes,Carbon metabolism;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16820,3200477,3202039,+,BSU_34470,aspP,L-aspartate/L-glutamate / proton permease,Cellular processes;Metabolism;Metabolism;Lifestyles;Groups of genes,Transporters;Amino acid/ nitrogen metabolism;Amino acid/ nitrogen metabolism;Sporulation;Membrane proteins,TRUE
NZ_CP015975.1,A8O17_RS16825,3202029,3202718,+,BSU_34480,yvdT,putative transcriptional regulator (TetR/AcrR family),Information processing,Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS16830,3202800,3203135,+,BSU_34490,psmA,sodium / proton antiporter subunit A,Cellular processes;Information processing;Groups of genes,"Transporters;Protein synthesis, modification and degradation;Membrane proteins",FALSE
NZ_CP015975.1,A8O17_RS16835,3203135,3203455,+,BSU_34500,psmB,sodium-proton two component antiporter subunit,Cellular processes;Information processing;Groups of genes,"Transporters;Protein synthesis, modification and degradation;Membrane proteins",FALSE
NZ_CP015975.1,A8O17_RS16840,3203491,3204003,-,BSU_34510,yvdQ,conserved protein of unknown function,Lifestyles;Groups of genes,Sporulation;Efp-dependent proteins,TRUE
NZ_CP015975.1,A8O17_RS16845,3204255,3205598,-,BSU_34520,cotNP,spore coat protein%3B putative oxidoreductase,Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS16850,3205954,3206916,+,BSU_34530,cotR,spore coat lipolytic enzyme,Metabolism;Lifestyles,Lipid metabolism;Sporulation,TRUE
NZ_CP015975.1,A8O17_RS16860,3207546,3208139,+,BSU_34540,clpP,ATP-dependent Clp protease proteolytic subunit%3B Maxwell's demon,Information processing;Lifestyles;Lifestyles;Groups of genes,"Protein synthesis, modification and degradation;Coping with stress;Coping with stress;Phosphoproteins",FALSE
NZ_CP015975.1,A8O17_RS16865,3208185,3208865,-,BSU_34550,mdxM,bifunctional beta-phosphoglucomutase / glucose-1-phosphate phosphodismutase,Metabolism,Carbon metabolism,FALSE
NZ_CP015975.1,A8O17_RS16870,3208862,3210547,-,BSU_34560,mdxL,oligo-1%2C4-1%2C6-alpha-glucosidase (sucrase-maltase-isomaltase),Metabolism,Carbon metabolism,FALSE
NZ_CP015975.1,A8O17_RS16875,3210540,3212813,-,BSU_34570,mdxK,maltose phosphorylase,Metabolism,Carbon metabolism,FALSE
NZ_CP015975.1,A8O17_RS16880,3212791,3213675,-,BSU_34580,mdxJ,putative component of maltodextrin transporter,Groups of genes;Groups of genes,Membrane proteins;Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS16885,3213681,3214517,-,BSU_34590,mdxG,maltodextrin ABC transporter (permease),Cellular processes;Metabolism;Groups of genes,Transporters;Carbon metabolism;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16890,3214518,3215825,-,BSU_34600,mdxF,maltodextrin ABC transport system (permease),Cellular processes;Metabolism;Groups of genes,Transporters;Carbon metabolism;Membrane proteins,TRUE
NZ_CP015975.1,A8O17_RS16895,3215865,3217118,-,BSU_34610,mdxE,maltose/maltodextrin-binding lipoprotein,Cellular processes;Metabolism;Groups of genes,Transporters;Carbon metabolism;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16900,3217214,3218983,-,BSU_34620,mdxD,maltogenic alpha-amylase,Metabolism;Groups of genes,Carbon metabolism;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16905,3219096,3220046,-,BSU_34630,mdxR,transcriptional activator of the maltodextrin operon (LacI family),Metabolism;Information processing,Carbon metabolism;Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS16910,3220252,3220827,-,BSU_34640,yvdD,putative enzyme,Groups of genes,Poorly characterized/ putative enzymes,FALSE
NZ_CP015975.1,A8O17_RS16915,3220944,3221264,+,BSU_34650,yvdC,putative pyrophosphohydrolase,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS16920,3221291,3222883,-,BSU_34660,yvdB,putative anion transporter,Groups of genes,Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16925,3222902,3223495,-,BSU_34670,yvdA,putative carbonic anhydrase,Groups of genes,Poorly characterized/ putative enzymes,FALSE
NZ_CP015975.1,A8O17_RS16930,3223878,3224855,+,BSU_34680,yvcT,putative 2-ketogluconate reductase%3B hydroxypyruvate / glyoxylate reductase,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS16935,3224893,3226833,-,BSU_34690,psdB,lantibiotic ABC transporter (permease),Cellular processes;Lifestyles;Groups of genes,Transporters;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16940,3226808,3227587,-,BSU_34700,psdA,lantibiotic ABC transporter (ATP-binding protein),Cellular processes;Lifestyles;Groups of genes,Transporters;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS16945,3227670,3228740,-,BSU_34710,psdS,two-component sensor histidine kinase [PsdR] response to lantibiotics (nisin and gallidermin),Information processing;Information processing;Lifestyles;Groups of genes;Groups of genes,"Protein synthesis, modification and degradation;Regulation of gene expression;Coping with stress;Membrane proteins;Phosphoproteins",FALSE
NZ_CP015975.1,A8O17_RS16950,3228734,3229447,-,BSU_34720,psdR,two-component response regulator [PsdS] responding to lipid II-binding lantibiotics (nisin and gallidermin),Information processing;Lifestyles;Groups of genes,Regulation of gene expression;Coping with stress;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS16955,3229594,3229803,+,BSU_34729,yvzJ,putative lipoprotein,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS16960,3229839,3230603,-,BSU_34730,yvcN,putative arylamine N-acetyltransferase,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS16965,3230604,3230861,-,BSU_34740,crh,catabolite repression HPr-like protein,Information processing;Groups of genes,Regulation of gene expression;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS16970,3230885,3231835,-,BSU_34750,whiA,putative morphogen,Cellular processes;Information processing;Information processing,Cell envelope and cell division;Genetics;Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS16975,3231858,3232811,-,BSU_34760,mgfK,gluconeogenesis morphogenetic factor (UDP-sugar binding),Cellular processes;Cellular processes;Metabolism;Groups of genes;Groups of genes,Cell envelope and cell division;Cell envelope and cell division;Additional metabolic pathways;Phosphoproteins;Efp-dependent proteins,FALSE
NZ_CP015975.1,A8O17_RS16980,3232813,3233700,-,BSU_34770,yvcJ,GTPase possibly involved in regulator sRNA degradation,Information processing;Lifestyles,Genetics;Exponential and early post-exponential lifestyles,FALSE
NZ_CP015975.1,A8O17_RS16985,3233725,3234201,-,BSU_34780,yvcI,putative triphosphate pyrophosphate hydrolase,Information processing,RNA synthesis and degradation,FALSE
NZ_CP015975.1,A8O17_RS16990,3234519,3235469,-,BSU_34790,trxB,thioredoxin reductase,Metabolism;Lifestyles;Groups of genes,Electron transport and ATP synthesis;Coping with stress;Essential genes,FALSE
NZ_CP015975.1,A8O17_RS16995,3235675,3237096,-,BSU_34800,cwlO,secreted cell wall DL-endopeptidase,Cellular processes;Cellular processes;Cellular processes;Groups of genes,Cell envelope and cell division;Cell envelope and cell division;Cell envelope and cell division;Secreted proteins,FALSE
NZ_CP015975.1,A8O17_RS17000,3237477,3238931,-,BSU_34810,yvcD,conserved protein of unknown function,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS17005,3239057,3240826,-,BSU_34820,bmrA,efflux transporter (ATP-binding and permease protein),Cellular processes;Lifestyles;Groups of genes,Transporters;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS17010,3240991,3241350,-,BSU_34830,yvzA,conserved protein of unknown function,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS17015,3241365,3243275,-,BSU_34840,yvcB,conserved protein of unknown function,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS17020,3243277,3244002,-,BSU_34850,yvcA,putative lipoprotein,Lifestyles;Lifestyles;Groups of genes,Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS17025,3244248,3244877,-,BSU_34860,hisIE,bifunctional phosphoribosyl-AMP cyclohydrolase%3B phosphoribosyl-ATP pyrophosphohydrolase,Metabolism,Amino acid/ nitrogen metabolism,FALSE
NZ_CP015975.1,A8O17_RS17030,3244874,3245632,-,BSU_34870,hisF,imidazole glycerol phosphate synthase subunit,Metabolism,Amino acid/ nitrogen metabolism,FALSE
