#GroupName	ProteinCount	SpeciesCount	FunctionalCategory	ConsensusFunctionalDescription
VOG21223	2	2	Xu	REFSEQ hypothetical protein
VOG21224	2	2	Xu	REFSEQ putative antirepressor
VOG21225	2	2	Xu	REFSEQ hypothetical protein
VOG21226	2	2	Xh	sp|Q38479|GP7_BPMU Uncharacterized protein gp7
VOG21227	2	2	Xh	sp|Q9T1X4|GP15_BPMU Uncharacterized protein gp15
VOG21228	2	2	Xu	REFSEQ hypothetical protein
VOG21229	2	2	Xu	REFSEQ hypothetical protein
VOG21230	2	2	Xu	REFSEQ hypothetical protein
VOG21231	2	2	Xu	REFSEQ hypothetical protein
VOG21232	2	2	Xu	REFSEQ hypothetical protein
VOG21233	2	2	Xu	REFSEQ hypothetical protein
VOG21234	2	2	Xu	REFSEQ hypothetical protein
VOG21235	2	2	Xu	REFSEQ DNA binding protein
VOG21236	2	2	Xu	REFSEQ hypothetical protein
VOG21237	2	2	Xu	REFSEQ hypothetical protein
VOG21238	2	2	Xu	REFSEQ capsid maturation protease
VOG21239	2	2	Xu	REFSEQ hypothetical protein
VOG21240	2	2	Xu	REFSEQ hypothetical protein
VOG21241	2	2	Xu	REFSEQ gp35
VOG21242	2	2	Xu	REFSEQ gp36
VOG21243	2	2	Xu	REFSEQ hypothetical protein
VOG21244	2	2	Xu	REFSEQ gp81
VOG21245	2	2	Xu	REFSEQ hypothetical protein
VOG21246	2	2	Xu	REFSEQ hypothetical protein
VOG21247	2	2	Xu	REFSEQ hypothetical protein
VOG21248	2	2	Xu	REFSEQ hypothetical protein
VOG21249	2	2	Xu	REFSEQ head morphogenesis protein
VOG21250	2	2	Xu	REFSEQ hypothetical protein
VOG21251	2	2	Xu	REFSEQ hypothetical protein
VOG21252	2	2	Xu	sp|O31944|YONP_BACSU SPbeta prophage-derived uncharacterized protein YonP
VOG21253	2	2	Xu	sp|O31970|YOMN_BACSU SPbeta prophage-derived uncharacterized protein YomN
VOG21254	2	2	Xh	sp|O31975|YOMJ_BACSU SPbeta prophage-derived uncharacterized membrane protein YomJ
VOG21255	2	2	Xu	REFSEQ endolysin-like protein
VOG21256	2	2	Xu	REFSEQ hypothetical protein
VOG21257	2	2	Xu	sp|O31909|YORE_BACSU SPbeta prophage-derived uncharacterized protein YorE
VOG21258	2	2	Xu	REFSEQ hypothetical protein
VOG21259	2	2	Xu	REFSEQ hypothetical protein
VOG21260	2	2	Xu	REFSEQ hypothetical protein
VOG21261	2	2	Xu	REFSEQ hypothetical protein
VOG21262	2	2	Xu	REFSEQ hypothetical protein
VOG21263	2	2	Xu	REFSEQ hypothetical protein
VOG21264	2	2	Xu	REFSEQ hypothetical protein
VOG21265	2	2	Xu	REFSEQ hypothetical protein
VOG21266	2	2	Xu	REFSEQ hypothetical protein
VOG21267	2	2	Xu	REFSEQ hypothetical protein
VOG21268	2	2	Xu	REFSEQ hypothetical protein
VOG21269	2	2	Xh	sp|Q7A225|HIGB_PROVU Endoribonuclease HigB
VOG21270	2	2	Xu	REFSEQ CII protein
VOG21271	2	2	Xu	REFSEQ hypothetical protein
VOG21272	2	2	Xu	REFSEQ hypothetical protein
VOG21273	2	2	Xu	REFSEQ hypothetical protein
VOG21274	2	2	Xu	REFSEQ hypothetical protein
VOG21275	2	2	Xu	REFSEQ holin
VOG21276	2	2	Xu	REFSEQ hypothetical protein
VOG21277	2	2	Xu	REFSEQ hypothetical protein
VOG21278	2	2	Xu	REFSEQ hypothetical protein
VOG21279	2	2	Xu	REFSEQ hypothetical protein
VOG21280	2	2	Xu	REFSEQ hypothetical protein
VOG21281	2	2	Xu	REFSEQ hypothetical protein
VOG21282	2	2	Xu	REFSEQ hypothetical protein
VOG21283	2	2	Xh	sp|P44219|Y1495_HAEIN Uncharacterized protein HI_1495
VOG21284	2	2	Xu	REFSEQ DUF2681 domain-containing protein
VOG21285	2	2	Xu	REFSEQ hypothetical protein
VOG21286	2	2	Xu	REFSEQ hypothetical protein
VOG21287	2	2	Xu	REFSEQ hypothetical protein
VOG21288	2	2	Xu	REFSEQ DUF1834 family protein
VOG21289	2	2	Xu	REFSEQ tail tube protein
VOG21290	2	2	Xu	REFSEQ hypothetical protein
VOG21291	2	2	Xu	REFSEQ hypothetical protein
VOG21292	2	2	Xu	sp|Q8QL50|Y76_SIRV1 Uncharacterized protein 76
VOG21293	2	2	Xu	REFSEQ hypothetical protein
VOG21294	2	2	Xu	sp|Q914I8|Y044_SIFVH Uncharacterized protein 44
VOG21295	2	2	Xu	REFSEQ hypothetical protein
VOG21296	2	2	Xu	REFSEQ gp6
VOG21297	2	2	Xu	REFSEQ gp7
VOG21298	2	2	Xu	REFSEQ hypothetical protein
VOG21299	2	2	Xu	REFSEQ hypothetical protein
VOG21300	2	2	Xu	REFSEQ hypothetical protein
VOG21301	2	2	Xu	REFSEQ hypothetical protein
VOG21302	2	2	Xu	REFSEQ hypothetical protein
VOG21303	2	2	Xu	REFSEQ hypothetical protein
VOG21304	2	2	Xu	REFSEQ hypothetical protein
VOG21305	2	2	Xu	REFSEQ hypothetical protein
VOG21306	2	2	Xu	REFSEQ hypothetical protein
VOG21307	2	2	Xu	REFSEQ hypothetical protein
VOG21308	2	2	Xu	REFSEQ hypothetical protein
VOG21309	2	2	Xu	REFSEQ hypothetical protein
VOG21310	2	2	Xu	REFSEQ hypothetical protein
VOG21311	2	2	Xu	REFSEQ hypothetical protein
VOG21312	2	2	Xu	REFSEQ hypothetical protein
VOG21313	2	2	Xu	REFSEQ hypothetical protein
VOG21314	2	2	Xu	REFSEQ hypothetical protein
VOG21315	2	2	Xu	REFSEQ hypothetical protein
VOG21316	2	2	Xu	REFSEQ hypothetical protein
VOG21317	2	2	Xu	REFSEQ hypothetical protein
VOG21318	2	2	Xu	REFSEQ hypothetical protein
VOG21319	2	2	Xu	REFSEQ hypothetical protein
VOG21320	2	2	Xu	REFSEQ hypothetical protein
VOG21321	2	2	Xu	REFSEQ hypothetical protein
VOG21322	2	2	Xu	REFSEQ hypothetical protein
VOG21323	2	2	Xu	REFSEQ hypothetical protein
VOG21324	2	2	Xu	REFSEQ hypothetical protein
VOG21325	2	2	Xu	REFSEQ hypothetical protein
VOG21326	2	2	Xu	REFSEQ hypothetical protein
VOG21327	2	2	Xu	REFSEQ hypothetical protein
VOG21328	2	2	Xu	REFSEQ hypothetical protein
VOG21329	2	2	Xu	REFSEQ hypothetical protein
VOG21330	2	2	Xu	REFSEQ hypothetical protein
VOG21331	2	2	Xu	REFSEQ hypothetical protein
VOG21332	2	2	Xu	REFSEQ hypothetical protein
VOG21333	2	2	Xu	REFSEQ hypothetical protein
VOG21334	2	2	Xu	REFSEQ hypothetical protein
VOG21335	2	2	Xu	REFSEQ hypothetical protein
VOG21336	2	2	Xu	REFSEQ hypothetical protein
VOG21337	2	2	Xu	REFSEQ hypothetical protein
VOG21338	2	2	Xu	REFSEQ hypothetical protein
VOG21339	2	2	Xu	REFSEQ hypothetical protein
VOG21340	2	2	Xu	REFSEQ hypothetical protein
VOG21341	2	2	Xu	REFSEQ hypothetical protein
VOG21342	2	2	Xu	REFSEQ hypothetical protein
VOG21343	2	2	Xu	REFSEQ hypothetical protein
VOG21344	2	2	Xu	REFSEQ hypothetical protein
VOG21345	2	2	Xu	REFSEQ hypothetical protein
VOG21346	2	2	Xu	REFSEQ hypothetical protein
VOG21347	2	2	Xu	REFSEQ hypothetical protein
VOG21348	2	2	Xu	REFSEQ hypothetical protein
VOG21349	2	2	Xu	REFSEQ hypothetical protein
VOG21350	2	2	Xu	REFSEQ hypothetical protein
VOG21351	2	2	Xu	REFSEQ hypothetical protein
VOG21352	2	2	Xu	REFSEQ hypothetical protein
VOG21353	2	2	Xu	REFSEQ hypothetical protein
VOG21354	2	2	Xu	REFSEQ hypothetical protein
VOG21355	2	2	Xu	REFSEQ hypothetical protein
VOG21356	2	2	Xu	REFSEQ hypothetical protein
VOG21357	2	2	Xu	REFSEQ hypothetical protein
VOG21358	2	2	Xu	REFSEQ hypothetical protein
VOG21359	2	2	Xu	REFSEQ hypothetical protein
VOG21360	2	2	Xu	REFSEQ hypothetical protein
VOG21361	2	2	Xu	REFSEQ hypothetical protein
VOG21362	2	2	Xu	REFSEQ hypothetical protein
VOG21363	2	2	Xu	REFSEQ hypothetical protein
VOG21364	2	2	Xu	REFSEQ hypothetical protein
VOG21365	2	2	Xu	REFSEQ hypothetical protein
VOG21366	2	2	Xu	REFSEQ hypothetical protein
VOG21367	2	2	Xu	REFSEQ hypothetical protein
VOG21368	2	2	Xu	REFSEQ hypothetical protein
VOG21369	2	2	Xu	REFSEQ hypothetical protein
VOG21370	2	2	Xu	REFSEQ hypothetical protein
VOG21371	2	2	Xu	REFSEQ hypothetical protein
VOG21372	2	2	Xu	REFSEQ hypothetical protein
VOG21373	2	2	Xu	REFSEQ hypothetical protein
VOG21374	2	2	Xu	REFSEQ hypothetical protein
VOG21375	2	2	Xu	REFSEQ hypothetical protein
VOG21376	2	2	Xu	REFSEQ hypothetical protein
VOG21377	2	2	Xu	REFSEQ hypothetical protein
VOG21378	2	2	Xu	REFSEQ hypothetical protein
VOG21379	2	2	Xu	REFSEQ hypothetical protein
VOG21380	2	2	Xu	REFSEQ hypothetical protein
VOG21381	2	2	Xu	REFSEQ hypothetical protein
VOG21382	2	2	Xu	REFSEQ hypothetical protein
VOG21383	2	2	Xu	REFSEQ hypothetical protein
VOG21384	2	2	Xu	REFSEQ hypothetical protein
VOG21385	2	2	Xu	REFSEQ hypothetical protein
VOG21386	2	2	Xu	REFSEQ hypothetical protein
VOG21387	2	2	Xu	REFSEQ hypothetical protein
VOG21388	2	2	Xu	REFSEQ hypothetical protein
VOG21389	2	2	Xu	REFSEQ hypothetical protein
VOG21390	2	2	Xu	REFSEQ hypothetical protein
VOG21391	2	2	Xu	REFSEQ hypothetical protein
VOG21392	2	2	Xu	REFSEQ hypothetical protein
VOG21393	2	2	Xu	REFSEQ hypothetical protein
VOG21394	2	2	Xu	REFSEQ hypothetical protein
VOG21395	2	2	Xu	REFSEQ hypothetical protein
VOG21396	2	2	Xu	REFSEQ hypothetical protein
VOG21397	2	2	Xu	REFSEQ hypothetical protein
VOG21398	2	2	Xu	REFSEQ hypothetical protein
VOG21399	2	2	Xu	REFSEQ hypothetical protein
VOG21400	2	2	Xu	REFSEQ hypothetical protein
VOG21401	2	2	Xu	REFSEQ hypothetical protein
VOG21402	2	2	Xu	REFSEQ hypothetical protein
VOG21403	2	2	Xu	REFSEQ hypothetical protein
VOG21404	2	2	Xu	REFSEQ hypothetical protein
VOG21405	2	2	Xu	REFSEQ hypothetical protein
VOG21406	2	2	Xu	REFSEQ hypothetical protein
VOG21407	2	2	Xu	REFSEQ hypothetical protein
VOG21408	2	2	Xu	REFSEQ hypothetical protein
VOG21409	2	2	Xu	REFSEQ hypothetical protein
VOG21410	2	2	Xu	REFSEQ hypothetical protein
VOG21411	2	2	Xu	REFSEQ hypothetical protein
VOG21412	2	2	Xu	REFSEQ hypothetical protein
VOG21413	2	2	Xu	REFSEQ hypothetical protein
VOG21414	2	2	Xu	REFSEQ hypothetical protein
VOG21415	2	2	Xu	REFSEQ hypothetical protein
VOG21416	2	2	Xu	REFSEQ hypothetical protein
VOG21417	2	2	Xu	REFSEQ hypothetical protein
VOG21418	2	2	Xu	REFSEQ hypothetical protein
VOG21419	2	2	Xu	REFSEQ hypothetical protein
VOG21420	2	2	Xu	REFSEQ hypothetical protein
VOG21421	2	2	Xu	REFSEQ hypothetical protein
VOG21422	2	2	Xu	REFSEQ hypothetical protein
VOG21423	2	2	Xu	REFSEQ hypothetical protein
VOG21424	2	2	Xu	REFSEQ hypothetical protein
VOG21425	2	2	Xu	REFSEQ hypothetical protein
VOG21426	2	2	Xu	REFSEQ hypothetical protein
VOG21427	2	2	Xu	REFSEQ hypothetical protein
VOG21428	2	2	Xu	REFSEQ hypothetical protein
VOG21429	2	2	Xu	REFSEQ hypothetical protein
VOG21430	2	2	Xu	REFSEQ hypothetical protein
VOG21431	2	2	Xu	REFSEQ hypothetical protein
VOG21432	2	2	Xu	REFSEQ hypothetical protein
VOG21433	2	2	Xu	REFSEQ hypothetical protein
VOG21434	2	2	Xu	REFSEQ hypothetical protein
VOG21435	2	2	Xu	REFSEQ hypothetical protein
VOG21436	2	2	Xu	REFSEQ hypothetical protein
VOG21437	2	2	Xu	REFSEQ hypothetical protein
VOG21438	2	2	Xu	REFSEQ capsid protein
VOG21439	2	2	Xu	REFSEQ hypothetical protein
VOG21440	2	2	Xu	REFSEQ hypothetical protein
VOG21441	2	2	Xu	REFSEQ hypothetical protein
VOG21442	2	2	Xu	REFSEQ hypothetical protein
VOG21443	2	2	Xu	REFSEQ hypothetical protein
VOG21444	2	2	Xu	REFSEQ hypothetical protein
VOG21445	2	2	Xu	REFSEQ hypothetical protein
VOG21446	2	2	Xu	REFSEQ hypothetical protein
VOG21447	2	2	Xu	REFSEQ hypothetical protein
VOG21448	2	2	Xu	REFSEQ hypothetical protein
VOG21449	2	2	Xu	REFSEQ hypothetical protein
VOG21450	2	2	Xu	REFSEQ hypothetical protein
VOG21451	2	2	Xu	REFSEQ hypothetical protein
VOG21452	2	2	Xu	REFSEQ hypothetical protein
VOG21453	2	2	Xu	REFSEQ YqaE/Pmp3 family membrane protein
VOG21454	2	2	Xu	REFSEQ hypothetical protein
VOG21455	2	2	Xu	REFSEQ hypothetical protein
VOG21456	2	2	Xh	sp|E1ANH6|BLC97_ECOLX Beta-lactamase CTX-M-97
VOG21457	2	2	Xu	REFSEQ hypothetical protein
VOG21458	2	2	Xu	REFSEQ GIY-YIG nuclease family protein
VOG21459	2	2	Xu	REFSEQ membrane lipoprotein precursor Mlp
VOG21460	2	2	Xu	REFSEQ gp5
VOG21461	2	2	Xu	REFSEQ gp7
VOG21462	2	2	Xu	REFSEQ gp9
VOG21463	2	2	Xu	REFSEQ gp11
VOG21464	2	2	Xu	REFSEQ gp13
VOG21465	2	2	Xu	REFSEQ gp14
VOG21466	2	2	Xu	REFSEQ gp26
VOG21467	2	2	Xu	REFSEQ hypothetical protein
VOG21468	2	2	Xu	REFSEQ hypothetical protein
VOG21469	2	2	Xu	REFSEQ gp62
VOG21470	2	2	Xu	REFSEQ putative tail fiber protein
VOG21471	2	2	Xu	REFSEQ hypothetical protein
VOG21472	2	2	Xu	REFSEQ hypothetical protein
VOG21473	2	2	Xu	REFSEQ hypothetical protein
VOG21474	2	2	Xu	REFSEQ hypothetical protein
VOG21475	2	2	Xu	REFSEQ hypothetical protein
VOG21476	2	2	Xu	REFSEQ hypothetical protein
VOG21477	2	2	Xu	REFSEQ hypothetical protein
VOG21478	2	2	Xu	REFSEQ hypothetical protein
VOG21479	2	2	Xu	REFSEQ hypothetical protein
VOG21480	2	2	Xu	REFSEQ hypothetical protein
VOG21481	2	2	Xu	REFSEQ hypothetical protein
VOG21482	2	2	Xu	REFSEQ hypothetical protein
VOG21483	2	2	Xu	REFSEQ hypothetical protein
VOG21484	2	2	Xu	REFSEQ hypothetical protein
VOG21485	2	2	Xu	REFSEQ hypothetical protein
VOG21486	2	2	Xu	REFSEQ hypothetical protein
VOG21487	2	2	Xu	REFSEQ hypothetical protein
VOG21488	2	2	Xu	REFSEQ hypothetical protein
VOG21489	2	2	Xu	REFSEQ LemA family protein
VOG21490	2	2	Xu	REFSEQ hypothetical protein
VOG21491	2	2	Xu	REFSEQ hypothetical protein
VOG21492	2	2	Xu	REFSEQ hypothetical protein
VOG21493	2	2	Xu	REFSEQ putative receptor binding protein
VOG21494	2	2	Xu	REFSEQ hypothetical protein
VOG21495	2	2	Xu	REFSEQ hypothetical protein
VOG21496	2	2	Xu	REFSEQ hypothetical protein
VOG21497	2	2	Xu	REFSEQ hypothetical protein
VOG21498	2	2	Xu	REFSEQ hypothetical protein
VOG21499	2	2	Xu	REFSEQ hypothetical protein
VOG21500	2	2	Xu	REFSEQ hypothetical protein
VOG21501	2	2	Xu	REFSEQ hypothetical protein
VOG21502	2	2	Xu	REFSEQ hypothetical protein
VOG21503	2	2	Xu	REFSEQ tail tape measure
VOG21504	2	2	Xu	REFSEQ hypothetical protein
VOG21505	2	2	Xu	REFSEQ hypothetical protein
VOG21506	2	2	Xu	REFSEQ hypothetical protein
VOG21507	2	2	Xu	REFSEQ hypothetical protein
VOG21508	2	2	Xu	REFSEQ hypothetical protein
VOG21509	2	2	Xu	REFSEQ hypothetical protein
VOG21510	2	2	Xu	REFSEQ hypothetical protein
VOG21511	2	2	Xu	REFSEQ hypothetical protein
VOG21512	2	2	Xu	REFSEQ hypothetical protein
VOG21513	2	2	Xu	REFSEQ hypothetical protein
VOG21514	2	2	Xu	REFSEQ hypothetical protein
VOG21515	2	2	Xu	REFSEQ core protein P7
VOG21516	2	2	Xu	REFSEQ P4
VOG21517	2	2	Xu	REFSEQ major core structural protein P1
VOG21518	2	2	Xu	REFSEQ nucleocapsid protein P8
VOG21519	2	2	Xu	REFSEQ morphogenetic protein P12
VOG21520	2	2	Xu	REFSEQ membrane protein P9
VOG21521	2	2	Xu	REFSEQ hypothetical protein
VOG21522	2	2	Xu	REFSEQ hypothetical protein
VOG21523	2	2	Xu	REFSEQ hypothetical protein
VOG21524	2	2	Xu	REFSEQ peptidoglycan hydrolase
VOG21525	2	2	Xu	REFSEQ hypothetical protein
VOG21526	2	2	Xu	REFSEQ hypothetical protein
VOG21527	2	2	Xu	REFSEQ hypothetical protein
VOG21528	2	2	Xu	REFSEQ hypothetical protein
VOG21529	2	2	Xu	REFSEQ hypothetical protein
VOG21530	2	2	Xu	REFSEQ hypothetical protein
VOG21531	2	2	Xu	REFSEQ hypothetical protein
VOG21532	2	2	Xu	REFSEQ hypothetical protein
VOG21533	2	2	Xu	REFSEQ hypothetical protein
VOG21534	2	2	Xu	REFSEQ hypothetical protein
VOG21535	2	2	Xu	REFSEQ hypothetical protein
VOG21536	2	2	Xu	REFSEQ hypothetical protein
VOG21537	2	2	Xu	REFSEQ hypothetical protein
VOG21538	2	2	Xu	REFSEQ hypothetical protein
VOG21539	2	2	Xu	REFSEQ hypothetical protein
VOG21540	2	2	Xu	REFSEQ hypothetical protein
VOG21541	2	2	Xu	REFSEQ hypothetical protein
VOG21542	2	2	Xu	REFSEQ hypothetical protein
VOG21543	2	2	Xu	REFSEQ hypothetical protein
VOG21544	2	2	Xu	REFSEQ hypothetical protein
VOG21545	2	2	Xu	REFSEQ hypothetical protein
VOG21546	2	2	Xu	REFSEQ hypothetical protein
VOG21547	2	2	Xu	REFSEQ hypothetical protein
VOG21548	2	2	Xu	REFSEQ hypothetical protein
VOG21549	2	2	Xu	REFSEQ hypothetical protein
VOG21550	2	2	Xu	REFSEQ hypothetical protein
VOG21551	2	2	Xu	REFSEQ hypothetical protein
VOG21552	2	2	Xu	REFSEQ hypothetical protein
VOG21553	2	2	Xu	REFSEQ hypothetical protein
VOG21554	2	2	Xu	REFSEQ hypothetical protein
VOG21555	2	2	Xu	REFSEQ hypothetical protein
VOG21556	2	2	Xu	REFSEQ hypothetical protein
VOG21557	2	2	Xu	REFSEQ hypothetical protein
VOG21558	2	2	Xu	REFSEQ hypothetical protein
VOG21559	2	2	Xu	REFSEQ hypothetical protein
VOG21560	2	2	Xu	REFSEQ hypothetical protein
VOG21561	2	2	Xu	REFSEQ hypothetical protein
VOG21562	2	2	Xu	REFSEQ hypothetical protein
VOG21563	2	2	Xu	REFSEQ hypothetical protein
VOG21564	2	2	Xu	REFSEQ hypothetical protein
VOG21565	2	2	Xu	REFSEQ hypothetical protein
VOG21566	2	2	Xu	REFSEQ DNA binding domain protein
VOG21567	2	2	Xu	REFSEQ hypothetical protein
VOG21568	2	2	Xu	REFSEQ hypothetical protein
VOG21569	2	2	Xu	REFSEQ hypothetical protein
VOG21570	2	2	Xu	REFSEQ hypothetical protein
VOG21571	2	2	Xu	REFSEQ hypothetical protein
VOG21572	2	2	Xu	REFSEQ hypothetical protein
VOG21573	2	2	Xu	REFSEQ hypothetical protein
VOG21574	2	2	Xu	REFSEQ hypothetical protein
VOG21575	2	2	Xu	REFSEQ hypothetical protein
VOG21576	2	2	Xu	REFSEQ hypothetical protein
VOG21577	2	2	Xu	REFSEQ hypothetical protein
VOG21578	2	2	Xu	REFSEQ hypothetical protein
VOG21579	2	2	Xu	REFSEQ hypothetical protein
VOG21580	2	2	Xu	REFSEQ hypothetical protein
VOG21581	2	2	Xu	REFSEQ hypothetical protein
VOG21582	2	2	Xu	REFSEQ hypothetical protein
VOG21583	2	2	Xu	REFSEQ hypothetical protein
VOG21584	2	2	Xu	REFSEQ hypothetical protein
VOG21585	2	2	Xh	sp|A0ALF8|Y2422_LISW6 Nucleotide-binding protein lwe2422
VOG21586	2	2	Xu	REFSEQ hypothetical protein
VOG21587	2	2	Xu	REFSEQ hypothetical protein
VOG21588	2	2	Xu	REFSEQ hypothetical protein
VOG21589	2	2	Xu	REFSEQ hypothetical protein
VOG21590	2	2	Xu	REFSEQ hypothetical protein
VOG21591	2	2	Xh	sp|P22409|TRA_STRLI Protein Tra
VOG21592	2	2	Xu	REFSEQ hypothetical protein
VOG21593	2	2	Xu	REFSEQ hypothetical protein
VOG21594	2	2	Xu	REFSEQ hypothetical protein
VOG21595	2	2	Xu	REFSEQ hypothetical protein
VOG21596	2	2	Xu	REFSEQ hypothetical protein
VOG21597	2	2	Xu	REFSEQ hypothetical protein
VOG21598	2	2	Xu	REFSEQ gp31
VOG21599	2	2	Xu	REFSEQ gp9
VOG21600	2	2	Xu	REFSEQ hypothetical protein
VOG21601	2	2	Xu	REFSEQ hypothetical protein
VOG21602	2	2	Xu	REFSEQ hypothetical protein
VOG21603	2	2	Xu	REFSEQ hypothetical protein
VOG21604	2	2	Xu	REFSEQ hypothetical protein
VOG21605	2	2	Xu	REFSEQ hypothetical protein
VOG21606	2	2	Xu	REFSEQ hypothetical protein
VOG21607	2	2	Xu	REFSEQ hypothetical protein
VOG21608	2	2	Xu	REFSEQ hypothetical protein
VOG21609	2	2	Xu	REFSEQ hypothetical protein
VOG21610	2	2	Xu	REFSEQ hypothetical protein
VOG21611	2	2	Xu	REFSEQ hypothetical protein
VOG21612	2	2	Xu	REFSEQ hypothetical protein
VOG21613	2	2	Xu	REFSEQ hypothetical protein
VOG21614	2	2	Xu	REFSEQ hypothetical protein
VOG21615	2	2	Xu	REFSEQ ankyrin-repeat containing protein
VOG21616	2	2	Xu	REFSEQ hypothetical protein
VOG21617	2	2	Xu	REFSEQ hypothetical protein
VOG21618	2	2	Xu	REFSEQ hypothetical protein
VOG21619	2	2	Xu	REFSEQ hypothetical protein
VOG21620	2	2	Xu	REFSEQ putative antirepressor
VOG21621	2	2	Xu	REFSEQ hypothetical protein
VOG21622	2	2	Xu	REFSEQ hypothetical protein
VOG21623	2	2	Xu	REFSEQ hypothetical protein
VOG21624	2	2	XrXs	sp|P19693|CAPSA_BPT3 Major capsid protein
VOG21625	2	2	Xu	REFSEQ hypothetical protein
VOG21626	2	2	Xu	REFSEQ hypothetical protein
VOG21627	2	2	Xu	REFSEQ hypothetical protein
VOG21628	2	2	Xu	REFSEQ hypothetical protein
VOG21629	2	2	Xu	REFSEQ hypothetical protein
VOG21630	2	2	Xu	REFSEQ hypothetical protein
VOG21631	2	2	Xu	REFSEQ hypothetical protein
VOG21632	2	2	XpXs	sp|O21886|RBP_BPLSK Receptor binding protein
VOG21633	2	2	Xu	REFSEQ hypothetical protein
VOG21634	2	2	Xu	REFSEQ hypothetical protein
VOG21635	2	2	Xu	REFSEQ hypothetical protein
VOG21636	2	2	Xu	REFSEQ hypothetical protein
VOG21637	2	2	Xu	REFSEQ hypothetical protein
VOG21638	2	2	Xu	REFSEQ hypothetical protein
VOG21639	2	2	Xu	REFSEQ hypothetical protein
VOG21640	2	2	Xu	REFSEQ hypothetical protein
VOG21641	2	2	Xu	REFSEQ gp17
VOG21642	2	2	Xu	REFSEQ hypothetical protein
VOG21643	2	2	Xu	REFSEQ hypothetical protein
VOG21644	2	2	Xu	REFSEQ hypothetical protein
VOG21645	2	2	Xu	REFSEQ hypothetical protein
VOG21646	2	2	Xu	REFSEQ hypothetical protein
VOG21647	2	2	Xu	REFSEQ hypothetical protein
VOG21648	2	2	Xu	REFSEQ hypothetical protein
VOG21649	2	2	Xu	REFSEQ hypothetical protein
VOG21650	2	2	Xu	REFSEQ hypothetical protein
VOG21651	2	2	Xu	REFSEQ hypothetical protein
VOG21652	2	2	Xu	REFSEQ hypothetical protein
VOG21653	2	2	Xu	REFSEQ putative tail fibre protein
VOG21654	2	2	Xu	REFSEQ hypothetical protein
VOG21655	2	2	Xu	REFSEQ hypothetical protein
VOG21656	2	2	Xu	REFSEQ hypothetical protein
VOG21657	2	2	Xu	REFSEQ hypothetical protein
VOG21658	2	2	Xu	REFSEQ hypothetical protein
VOG21659	2	2	Xu	REFSEQ hypothetical protein
VOG21660	2	2	Xu	REFSEQ hypothetical protein
VOG21661	2	2	Xu	REFSEQ hypothetical protein
VOG21662	2	2	Xu	REFSEQ hypothetical protein
VOG21663	2	2	Xu	REFSEQ type I restriction enzyme
VOG21664	2	2	Xu	REFSEQ hypothetical protein
VOG21665	2	2	Xu	REFSEQ hypothetical protein
VOG21666	2	2	Xu	REFSEQ hypothetical protein
VOG21667	2	2	Xu	REFSEQ hypothetical protein
VOG21668	2	2	Xu	REFSEQ hypothetical protein
VOG21669	2	2	Xu	REFSEQ hypothetical protein
VOG21670	2	2	Xu	REFSEQ hypothetical protein
VOG21671	2	2	Xu	REFSEQ hypothetical protein
VOG21672	2	2	Xu	REFSEQ hypothetical protein
VOG21673	2	2	Xu	REFSEQ hypothetical protein
VOG21674	2	2	Xu	REFSEQ hypothetical protein
VOG21675	2	2	Xu	REFSEQ hypothetical protein
VOG21676	2	2	Xu	REFSEQ hypothetical protein
VOG21677	2	2	Xu	REFSEQ hypothetical protein
VOG21678	2	2	Xu	REFSEQ hypothetical protein
VOG21679	2	2	Xu	REFSEQ hypothetical protein
VOG21680	2	2	Xu	REFSEQ hypothetical protein
VOG21681	2	2	Xu	REFSEQ hypothetical protein
VOG21682	2	2	Xu	REFSEQ hypothetical protein
VOG21683	2	2	Xu	REFSEQ hypothetical protein
VOG21684	2	2	Xu	REFSEQ hypothetical protein
VOG21685	2	2	Xu	REFSEQ hypothetical protein
VOG21686	2	2	Xu	REFSEQ hypothetical protein
VOG21687	2	2	Xu	REFSEQ hypothetical protein
VOG21688	2	2	Xu	REFSEQ hypothetical protein
VOG21689	2	2	Xu	REFSEQ hypothetical protein
VOG21690	2	2	Xu	REFSEQ hypothetical protein
VOG21691	2	2	Xu	REFSEQ hypothetical protein
VOG21692	2	2	Xu	REFSEQ hypothetical protein
VOG21693	2	2	Xu	REFSEQ hypothetical protein
VOG21694	2	2	Xu	REFSEQ hypothetical protein
VOG21695	2	2	Xu	REFSEQ hypothetical protein
VOG21696	2	2	Xu	REFSEQ hypothetical protein
VOG21697	2	2	Xu	REFSEQ hypothetical protein
VOG21698	2	2	Xu	REFSEQ hypothetical protein
VOG21699	2	2	Xu	REFSEQ hypothetical protein
VOG21700	2	2	Xu	REFSEQ hypothetical protein
VOG21701	2	2	Xu	REFSEQ hypothetical protein
VOG21702	2	2	Xu	REFSEQ hypothetical protein
VOG21703	2	2	Xu	REFSEQ hypothetical protein
VOG21704	2	2	Xu	REFSEQ hypothetical protein
VOG21705	2	2	Xu	REFSEQ hypothetical protein
VOG21706	2	2	Xu	REFSEQ hypothetical protein
VOG21707	2	2	Xu	REFSEQ hypothetical protein
VOG21708	2	2	Xu	REFSEQ hypothetical protein
VOG21709	2	2	Xu	REFSEQ hypothetical protein
VOG21710	2	2	Xu	REFSEQ hypothetical protein
